Turks and Caicos Islands,
Chad,4.56768799
East Asia & Pacific (IDA & IBRD countries),4.91870660654421
Europe & Central Asia (IDA & IBRD countries),5.36468243070596
Togo,6.08894634
Thailand,3.87040329
Tajikistan,7.01
Turkmenistan,5.69395018
Latin America & the Caribbean (IDA & IBRD countries),7.91468069145123
Timor-Leste,6.36952639
Middle East & North Africa (IDA & IBRD countries),6.01773136979651
Tonga,4.80628061
South Asia (IDA & IBRD),2.90913088784893
Sub-Saharan Africa (IDA & IBRD countries),4.77945993772722
Trinidad and Tobago,6.5323596
Tunisia,5.9375186
Turkiye,4.12
Tuvalu,18.64067841
Tanzania,4.16191673
Uganda,4.02080536
Ukraine,7.52
Upper middle income,5.65199746845016
Uruguay,9.01452351
United States,16.62964439
Uzbekistan,5.08
St. Vincent and the Grenadines,4.25346231
"Venezuela, RB",2.41691327
British Virgin Islands,
Virgin Islands (U.S.),
Viet Nam,5.02678823
Vanuatu,3.31753612
World,9.6772232572317
Samoa,4.77439356
Kosovo,
"Yemen, Rep.",
South Africa,8.08820343
Zambia,4.76996708
Zimbabwe,4.67039156
